utility_account_number,term,month,monthly_usage_kwh,gross_cost,computed_gross_cost,pred_gross_cost,default_rce,rce,pred_rce,default_icap_kw,icap,pred_icap,default_nits_kw,nits,pred_nits,contract_rate,netrate,pred_rce_scaled_usage,rce_scaled_usage,sum_pred_gross_cost,sum_pred_rce_scaled_usage,sum_computed_gross_cost,sum_rce_scaled_usage,model_rate,computed_rate,model_tot_charge,model_margin,computed_tot_charge,computed_margin
286058017,3,2021-01-31,892.2171717171734,59.55,18.8,21.74,0.923,2.43,1.8942542365424242,2.29,5.05,3.727053033122787,2.3,4.65,4.283928288460291,0.0355,0.0389442713741779,1831.0792604996263,2348.957450999709,74.31,4957.686044475822,63.92,6359.852260415645,0.017,0.011,31.12834742849365,9.388347428493653,25.8385319609968,7.038531960996799
286058017,3,2021-02-28,789.9999999999999,78.15,25.78,30.65,0.923,2.43,1.8942542365424242,2.29,5.05,3.727053033122787,2.3,4.65,4.283928288460291,0.0355,0.0389442713741779,1621.3010258597126,2079.848320693391,74.31,4957.686044475822,63.92,6359.852260415645,0.017,0.011,27.562117439615115,-3.087882560384884,22.8783315276273,-2.9016684723727018
286058017,3,2021-03-31,733.479797979798,63.16,19.34,21.92,0.923,2.43,1.8942542365424242,2.29,5.05,3.727053033122787,2.3,4.65,4.283928288460291,0.0355,0.0389442713741779,1505.3057581164828,1931.0464887225453,74.31,4957.686044475822,63.92,6359.852260415645,0.017,0.011,25.59019788798021,3.6701978879802084,21.241511375947997,1.9015113759479974
8002731700000118521,6,2021-02-28,727.0000000000001,78.55,66.84,43.75,0.899,0.812,1.3241397372100159,2.5,1.71,2.9525493662989573,2.0,1.37,3.0278265109297284,0.06366,0.0636601307189542,1070.8004326492567,656.6451612903228,240.2,6488.974830052745,350.87,3979.223199739326,0.041,0.098,43.902817738619525,0.1528177386195253,64.35122580645164,-2.488774193548366
8002731700000118521,6,2021-03-31,753.8888888888881,60.83,45.86,31.08,0.899,0.812,1.3241397372100159,2.5,1.71,2.9525493662989573,2.0,1.37,3.0278265109297284,0.06366,0.0636601307189542,1110.4051559720615,680.9318996415765,240.2,6488.974830052745,350.87,3979.223199739326,0.041,0.098,45.52661139485452,14.446611394854521,66.7313261648745,20.871326164874503
8002731700000118521,6,2021-04-30,674.3809523809518,66.67,50.58,34.21,0.899,0.812,1.3241397372100159,2.5,1.71,2.9525493662989573,2.0,1.37,3.0278265109297284,0.06366,0.0636601307189542,993.2976830535638,609.118279569892,240.2,6488.974830052745,350.87,3979.223199739326,0.041,0.098,40.725205005196116,6.5152050051961155,59.693591397849424,9.113591397849426
8002731700000118521,6,2021-05-31,689.8383838383834,69.58,53.55,36.06,0.899,0.812,1.3241397372100159,2.5,1.71,2.9525493662989573,2.0,1.37,3.0278265109297284,0.06366,0.0636601307189542,1016.0649791914784,623.0798305637012,240.2,6488.974830052745,350.87,3979.223199739326,0.041,0.098,41.65866414685062,5.598664146850616,61.06182339524272,7.511823395242722
8002731700000118521,6,2021-06-30,718.4603174603164,81.6,64.5,46.41,0.899,0.812,1.3241397372100159,2.5,1.71,2.9525493662989573,2.0,1.37,3.0278265109297284,0.06366,0.0636601307189542,1058.2223091854594,648.9318996415763,240.2,6488.974830052745,350.87,3979.223199739326,0.041,0.098,43.38711467660384,-3.02288532339616,63.59532616487448,-0.9046738351255215
8002731700000118521,6,2021-07-31,841.9999999999989,83.4,69.54,48.69,0.899,0.812,1.3241397372100159,2.5,1.71,2.9525493662989573,2.0,1.37,3.0278265109297284,0.06366,0.0636601307189542,1240.1842700009254,760.5161290322571,240.2,6488.974830052745,350.87,3979.223199739326,0.041,0.098,50.84755507003794,2.157555070037944,74.53058064516121,4.990580645161202
8016991720000128841,3,2021-01-31,840.8888888888896,57.92,46.05,30.71,0.899,0.795,1.2845477437282533,2.5,1.84,2.795041965509232,2.0,2.12,2.9509603611332746,0.0438,0.0437950138504155,1201.5149332017586,743.6114200964041,107.03,3317.5021200031615,161.64,2053.1850203930294,0.036,0.087,43.25453759526331,12.544537595263307,64.69419354838715,18.64419354838715
8016991720000128841,3,2021-02-28,727.0000000000001,78.55,68.5,44.71,0.899,0.795,1.2845477437282533,2.5,1.84,2.795041965509232,2.0,2.12,2.9509603611332746,0.0438,0.0437950138504155,1038.7833255733485,642.8976640711903,107.03,3317.5021200031615,161.64,2053.1850203930294,0.036,0.087,37.396199720640546,-7.313800279359455,55.93209677419355,-12.567903225806447
8016991720000128841,3,2021-03-31,753.8888888888881,60.83,47.09,31.61,0.899,0.795,1.2845477437282533,2.5,1.84,2.795041965509232,2.0,2.12,2.9509603611332746,0.0438,0.0437950138504155,1077.2038612280546,666.6759362254351,107.03,3317.5021200031615,161.64,2053.1850203930294,0.036,0.087,38.779339004209966,7.1693390042099665,58.000806451612846,10.910806451612842
8017018340001017496,3,2021-01-31,777.5656565656561,56.85,35.27,29.11,0.79,0.997,1.0716827790683339,2.3,2.8801,1.6125767896681356,2.3,2.5575,2.032021725409673,0.05303,0.05303125,1054.8148401726278,981.3075437923533,101.75999999999999,2945.7025688025356,121.81,2740.4242360311955,0.038,0.049,40.082963926559856,10.972963926559856,48.08406964582531,12.814069645825306
8017018340001017496,3,2021-02-28,705.0,77.77,51.88,44.58,0.79,0.997,1.0716827790683339,2.3,2.8801,1.6125767896681356,2.3,2.5575,2.032021725409673,0.05303,0.05303125,956.3751382825004,889.7278481012657,101.75999999999999,2945.7025688025356,121.81,2740.4242360311955,0.038,0.049,36.342255254735015,-8.237744745264983,43.596664556962025,-8.283335443037977
