utility_account_number,term,month,monthly_usage_kwh,gross_cost,computed_gross_cost,pred_gross_cost,default_rce,rce,pred_rce,default_icap_kw,icap,pred_icap,default_nits_kw,nits,pred_nits,contract_rate,netrate,pred_rce_scaled_usage,rce_scaled_usage,sum_pred_gross_cost,sum_pred_rce_scaled_usage,sum_computed_gross_cost,sum_rce_scaled_usage,model_rate,computed_rate,model_tot_charge,model_margin,computed_tot_charge,computed_margin
3768344068,12,2021-02-28,659.7733333333329,133.29,112.88,174.42,0.794,1.047,0.6773402387753769,1.96521739130435,3.333,3.3284021680034557,0.0,0,0.50135104512005,0.12499,0.1249937733499377,562.8350467728287,870.0033753148607,1943.8000000000002,6774.357185923931,1258.08,10471.475881140574,0.319,0.133,179.54437992053238,5.124379920532391,115.71044891687647,2.8304489168764775
3768344068,12,2021-03-31,639.3878451178449,95.91,86.21,133.19,0.794,1.047,0.6773402387753769,1.96521739130435,3.333,3.3284021680034557,0.0,0,0.50135104512005,0.12499,0.1249937733499377,545.444730078331,843.1222592422966,1943.8000000000002,6774.357185923931,1258.08,10471.475881140574,0.319,0.133,173.99686889498759,40.80686889498759,112.13526047922547,25.92526047922547
3768344068,12,2021-04-30,547.749947089947,89.33,82.97,128.17,0.794,1.047,0.6773402387753769,1.96521739130435,3.333,3.3284021680034557,0.0,0,0.50135104512005,0.12499,0.1249937733499377,467.2708815505097,722.2848798528646,1943.8000000000002,6774.357185923931,1258.08,10471.475881140574,0.319,0.133,149.0594112146126,20.889411214612608,96.06388902043099,13.093889020430993
3768344068,12,2021-05-31,573.943703703704,89.0,82.51,127.47,0.794,1.047,0.6773402387753769,1.96521739130435,3.333,3.3284021680034557,0.0,0,0.50135104512005,0.12499,0.1249937733499377,489.61607721699124,756.8250097956902,1943.8000000000002,6774.357185923931,1258.08,10471.475881140574,0.319,0.133,156.18752863222022,28.717528632220223,100.6577263028268,18.147726302826797
3768344068,12,2021-06-30,612.7959788359788,102.13,92.44,142.81,0.794,1.047,0.6773402387753769,1.96521739130435,3.333,3.3284021680034557,0.0,0,0.50135104512005,0.12499,0.1249937733499377,522.7599176641721,808.0571660469392,1943.8000000000002,6774.357185923931,1258.08,10471.475881140574,0.319,0.133,166.76041373487092,23.95041373487092,107.47160308424291,15.031603084242917
3768344068,12,2021-07-31,799.4866666666654,96.15,84.79,131.0,0.794,1.047,0.6773402387753769,1.96521739130435,3.333,3.3284021680034557,0.0,0,0.50135104512005,0.12499,0.1249937733499377,682.0207678812711,1054.234937027706,1943.8000000000002,6774.357185923931,1258.08,10471.475881140574,0.319,0.133,217.5646249541255,86.56462495412549,140.21324662468493,55.42324662468492
3768344068,12,2021-08-31,758.9833333333328,111.22,96.85,149.63,0.794,1.047,0.6773402387753769,1.96521739130435,3.333,3.3284021680034557,0.0,0,0.50135104512005,0.12499,0.1249937733499377,647.4684536858074,1000.8256297229211,1943.8000000000002,6774.357185923931,1258.08,10471.475881140574,0.319,0.133,206.54243672577257,56.91243672577258,133.1098087531485,36.25980875314852
3768344068,12,2021-09-30,588.1278947368421,115.38,103.12,159.31,0.794,1.047,0.6773402387753769,1.96521739130435,3.333,3.3284021680034557,0.0,0,0.50135104512005,0.12499,0.1249937733499377,501.7162325585798,775.5288486013521,1943.8000000000002,6774.357185923931,1258.08,10471.475881140574,0.319,0.133,160.04747818618696,0.7374781861869621,103.14533686397984,0.025336863979831037
3768344068,12,2021-10-31,578.6521739130429,126.3,112.17,173.31,0.794,1.047,0.6773402387753769,1.96521739130435,3.333,3.3284021680034557,0.0,0,0.50135104512005,0.12499,0.1249937733499377,493.6327476651781,763.0337860037228,1943.8000000000002,6774.357185923931,1258.08,10471.475881140574,0.319,0.133,157.4688465051918,-15.841153494808196,101.48349353849513,-10.686506461504877
3768344068,12,2021-11-30,610.0899999999991,121.56,107.24,165.69,0.794,1.047,0.6773402387753769,1.96521739130435,3.333,3.3284021680034557,0.0,0,0.50135104512005,0.12499,0.1249937733499377,520.4515192373666,804.4889546599484,1943.8000000000002,6774.357185923931,1258.08,10471.475881140574,0.319,0.133,166.02403463671996,0.3340346367199629,106.99703096977314,-0.24296903022685967
3768344068,12,2021-12-31,783.6756578947379,131.54,111.87,172.86,0.794,1.047,0.6773402387753769,1.96521739130435,3.333,3.3284021680034557,0.0,0,0.50135104512005,0.12499,0.1249937733499377,668.5328176837183,1033.385911606789,1943.8000000000002,6774.357185923931,1258.08,10471.475881140574,0.319,0.133,213.26196884110615,40.40196884110614,137.44032624370294,25.570326243702937
3768344068,12,2022-01-31,786.4666835016826,228.69,185.03,285.94,0.792,1.047,0.6773402387753769,1.96521739130435,3.333,3.3284021680034557,0.0,0,0.50135104512005,0.12499,0.1249937733499377,672.6079939291773,1039.6851232654817,1943.8000000000002,6774.357185923931,1258.08,10471.475881140574,0.319,0.133,214.56195006340755,-71.37804993659245,138.27812139430907,-46.75187860569093
5029362002,6,2021-03-31,639.3878451178449,95.71,70.32,91.66,0.794,1.522,0.9231601527349486,1.96521739130435,4.973,2.8009977089838505,0.0,0,0.3116132602936976,0.0953,0.0952998065764023,743.3972049821906,1225.627582203224,560.01,4572.023293948068,430.43999999999994,7537.824756379916,0.136,0.063,101.10201987757793,9.442019877577934,77.21453767880311,6.894537678803118
