utility_account_number,month,contract_rate,netrate,cost,total_cost,total_charges,margin,usage,monthly_usage_kwh_x,pred_rce_scaled_usage,model_rate,term,rce,nits,icap,default_rce_x,pred_rce,pred_nits,pred_icap,pred_gross_cost,model_tot_charge,model_margin
3768344068,2021-02-28,0.12499,0.1249937733499377,0.1281088426200792,102.87140062392363,100.37,-2.501400623923644,803.0,659.7733333333329,562.8350467728287,0.319,12,1.047,0,3.333,0.794,0.6773402387753769,0.50135104512005,3.3284021680034557,174.42,256.157,153.28559937607633
3768344068,2021-03-31,0.12499,0.124991974317817,0.0950427573387604,59.21163782204774,77.87,18.658362177952263,623.0,639.3878451178449,545.444730078331,0.319,12,1.047,0,3.333,0.794,0.6773402387753769,0.50135104512005,3.3284021680034557,133.19,198.737,139.52536217795225
3768344068,2021-04-30,0.12499,0.1249925261584454,0.0826759629944824,55.31021924330874,83.62,28.309780756691268,669.0,547.749947089947,467.2708815505097,0.319,12,1.047,0,3.333,0.794,0.6773402387753769,0.50135104512005,3.3284021680034557,128.17,213.411,158.10078075669128
3768344068,2021-05-31,0.12499,0.1249917081260364,0.0731151256809762,88.17684157125733,150.74,62.56315842874268,1206.0,573.943703703704,489.61607721699124,0.319,12,1.047,0,3.333,0.794,0.6773402387753769,0.50135104512005,3.3284021680034557,127.47,384.714,296.53715842874266
3768344068,2021-06-30,0.12499,0.1249919614147909,0.1031126621924305,128.27215176738363,155.49,27.217848232616376,1244.0,612.7959788359788,522.7599176641721,0.319,12,1.047,0,3.333,0.794,0.6773402387753769,0.50135104512005,3.3284021680034557,142.81,396.836,268.56384823261635
3768344068,2021-07-31,0.12499,0.1249906308557151,0.0971743338664852,155.5761085202429,200.11,44.5338914797571,1601.0,799.4866666666654,682.0207678812711,0.319,12,1.047,0,3.333,0.794,0.6773402387753769,0.50135104512005,3.3284021680034557,131.0,510.719,355.14289147975705
3768344068,2021-08-31,0.12499,0.1249931787175989,0.1393243387227465,102.12474028377324,91.62,-10.50474028377323,733.0,758.9833333333328,647.4684536858074,0.319,12,1.047,0,3.333,0.794,0.6773402387753769,0.50135104512005,3.3284021680034557,149.63,233.827,131.70225971622676
3768344068,2021-09-30,0.12499,0.1249917081260364,0.146790387263185,88.51460351970059,75.37,-13.14460351970058,603.0,588.1278947368421,501.7162325585798,0.319,12,1.047,0,3.333,0.794,0.6773402387753769,0.50135104512005,3.3284021680034557,159.31,192.357,103.84239648029941
3768344068,2021-10-31,0.12499,0.1249896049896049,0.1743487531707247,83.86175027511858,60.12,-23.741750275118584,481.0,578.6521739130429,493.6327476651781,0.319,12,1.047,0,3.333,0.794,0.6773402387753769,0.50135104512005,3.3284021680034557,173.31,153.439,69.57724972488141
3768344068,2021-11-30,0.12499,0.1249869451697127,0.140975631353117,107.98733361648767,95.74,-12.247333616487694,766.0,610.0899999999991,520.4515192373666,0.319,12,1.047,0,3.333,0.794,0.6773402387753769,0.50135104512005,3.3284021680034557,165.69,244.354,136.36666638351232
3768344068,2021-12-31,0.12499,0.1249899799599198,0.1465468107814259,146.25371715986313,124.74,-21.51371715986313,998.0,783.6756578947379,668.5328176837183,0.319,12,1.047,0,3.333,0.794,0.6773402387753769,0.50135104512005,3.3284021680034557,172.86,318.362,172.1082828401369
3768344068,2022-01-31,0.12499,0.1249923664122137,0.2639495184716823,172.8869345989519,81.87,-91.0169345989519,655.0,786.4666835016826,672.6079939291773,0.319,12,1.047,0,3.333,0.792,0.6773402387753769,0.50135104512005,3.3284021680034557,285.94,208.945,36.05806540104808
5029362002,2021-03-31,0.0953,0.0952998065764023,0.1009533482851603,104.38576212685582,98.54,-5.845762126855817,1034.0,639.3878451178449,743.3972049821906,0.136,6,1.522,0,4.973,0.794,0.9231601527349486,0.3116132602936976,2.8009977089838505,91.66,140.62400000000002,36.2382378731442
5029362002,2021-03-31,0.0953,0.0952947719688542,0.1056306576282739,94.96196120781828,85.67,-9.29196120781829,899.0,639.3878451178449,743.3972049821906,0.136,6,1.522,0,4.973,0.794,0.9231601527349486,0.3116132602936976,2.8009977089838505,91.66,122.26400000000001,27.302038792181733
5029362002,2021-04-30,0.0953,0.0953042596348884,0.0916754641405324,90.39200764256503,93.97,3.577992357434965,986.0,547.749947089947,636.8525501462411,0.136,6,1.522,0,4.973,0.794,0.9231601527349486,0.3116132602936976,2.8009977089838505,87.34,134.096,43.70399235743497
5029362002,2021-05-31,0.0953,0.0952988972721996,0.0861799762591965,148.4880990945957,164.2,15.711900905404292,1723.0,573.943703703704,667.307250846818,0.136,6,1.522,0,4.973,0.794,0.9231601527349486,0.3116132602936976,2.8009977089838505,86.86,234.328,85.8399009054043
5029362002,2021-06-30,0.0953,0.0953021582733812,0.1081908342562928,150.38525961624703,132.47,-17.915259616247056,1390.0,612.7959788359788,712.4796340271844,0.136,6,1.522,0,4.973,0.794,0.9231601527349486,0.3116132602936976,2.8009977089838505,98.52,189.04000000000002,38.654740383752994
5029362002,2021-07-31,0.0953,0.0952989934872705,0.1028019578468969,173.63250680340894,160.96,-12.672506803408936,1689.0,799.4866666666654,929.5393366619064,0.136,6,1.522,0,4.973,0.794,0.9231601527349486,0.3116132602936976,2.8009977089838505,91.07,229.704,56.071493196591064
5029362002,2021-08-31,0.0953,0.095297619047619,0.1365763558963499,137.6689667435207,96.06,-41.60896674352071,1008.0,758.9833333333328,882.4473172837277,0.136,6,1.522,0,4.973,0.794,0.9231601527349486,0.3116132602936976,2.8009977089838505,104.56,137.08800000000002,-0.5809667435206904
