utility_account_number,month,contract_rate,netrate,cost,total_cost,total_charges,margin,usage,monthly_usage_kwh_x,pred_rce_scaled_usage,model_rate,term,rce,nits,icap,default_rce_x,pred_rce,pred_nits,pred_icap,pred_gross_cost,model_tot_charge,model_margin
9334546010,2021-06-30,0.07665,0.07665064102564102564,0.057010523158224045,71.1491329014636,95.66,24.510867098536394,1248.0000,988.6190476190473,1035.7321152835557,0.071,12,1.392,2.3504,2.4137,1.064,1.1147053795046373,2.302367893715504,2.034325264694719,48.76,88.60799999999999,17.458867098536388
9334546010,2021-07-31,0.07665,0.07665000000000000000,0.06421809710210712,77.06171652252854,91.98,14.918283477471462,1200.0000,1218.9999999999998,1277.0919714437525,0.071,12,1.392,2.3504,2.4137,1.064,1.1147053795046373,2.302367893715504,2.034325264694719,52.08,85.19999999999999,8.138283477471447
9334546010,2021-08-31,0.07665,0.07665447897623400366,0.07272131450399558,79.55711806737116,83.86,4.302881932628836,1094.0000,1152.0108695652166,1206.9104450678215,0.071,12,1.392,2.3504,2.4137,1.064,1.1147053795046373,2.302367893715504,2.034325264694719,58.88,77.67399999999999,-1.8831180673711714
9334546010,2021-09-30,0.07665,0.07665584415584415584,0.09052712149174881,55.76470683891727,47.22,-8.544706838917271,616.0000,893.03827751196,935.5964022990009,0.071,12,1.392,2.3504,2.4137,1.064,1.1147053795046373,2.302367893715504,2.034325264694719,62.75,43.736,-12.028706838917273
9334546010,2021-10-31,0.07665,0.07665467625899280576,0.1076010205478367,59.8261674245972,42.62,-17.206167424597204,556.0000,800.8478260869571,839.0125750974862,0.071,12,1.392,2.3504,2.4137,1.064,1.1147053795046373,2.302367893715504,2.034325264694719,75.74,39.476,-20.350167424597203
9334546010,2021-11-30,0.07665,0.07665280665280665281,0.10684759486933751,51.39369313215134,36.87,-14.523693132151344,481.0000,791.0000000000003,828.6954466054216,0.071,12,1.392,2.3504,2.4137,1.064,1.1147053795046373,2.302367893715504,2.034325264694719,69.46,34.150999999999996,-17.242693132151345
9334546010,2021-12-31,0.07665,0.07665441176470588235,0.08802438392741532,47.885264856513935,41.70,-6.185264856513932,544.0000,906.934210526316,950.1545520023268,0.071,12,1.392,2.3504,2.4137,1.064,1.1147053795046373,2.302367893715504,2.034325264694719,54.1,38.623999999999995,-9.26126485651394
9334546010,2022-02-28,0.07665,0.07664141414141414141,0.10861713577680263,43.01238576761384,30.35,-12.662385767613841,396.0000,792.9999999999993,831.5723103924523,0.071,12,1.392,2.3504,2.4137,1.063,1.1147053795046373,2.302367893715504,2.034325264694719,65.42,28.115999999999996,-14.896385767613847
9334546010,2022-03-31,0.07665,0.07665835411471321696,0.10655874732181413,42.730057676047466,30.74,-11.990057676047467,401.0000,763.4949494949477,800.6321048228032,0.071,12,1.392,2.3504,2.4137,1.063,1.1147053795046373,2.302367893715504,2.034325264694719,60.76,28.470999999999997,-14.259057676047469
9334546010,2022-03-31,0.07665,0.07665105386416861827,0.10281709031872253,43.90289756609452,32.73,-11.172897566094527,427.0000,763.4949494949477,800.6321048228032,0.071,12,1.392,2.3504,2.4137,1.063,1.1147053795046373,2.302367893715504,2.034325264694719,60.76,30.316999999999997,-13.585897566094527
