utility_account_number,term,month,monthly_usage_kwh,gross_cost,computed_gross_cost,pred_gross_cost,default_rce,rce,pred_rce,default_icap_kw,icap,pred_icap,default_nits_kw,nits,pred_nits,contract_rate,netrate,pred_rce_scaled_usage,rce_scaled_usage,sum_pred_gross_cost,sum_pred_rce_scaled_usage,sum_computed_gross_cost,sum_rce_scaled_usage,model_rate,computed_rate,model_tot_charge,model_margin,computed_tot_charge,computed_margin
0500193084157001469480,6,2021-01-31,856.3900909090916,66.19,40.56,72.05,1.084,1.597,0.882148670223581,3.16,5.2,4.459361582386919,3.0,5.6,4.205590855130977,0.0625,0.0625035561877667,696.9219371661501,1261.6743313485417,497.63,3884.0945332549486,280.78,7031.580026115127,0.142,0.044,98.96291507759331,26.91291507759331,55.51367057933583,14.953670579335828
0500193084157001469480,6,2021-02-28,767.3170000000001,85.59,53.69,95.81,1.084,1.597,0.882148670223581,3.16,5.2,4.459361582386919,3.0,5.6,4.205590855130977,0.0625,0.0625035561877667,624.4351210239369,1130.447646678967,497.63,3884.0945332549486,280.78,7031.580026115127,0.142,0.044,88.66978718539903,-7.140212814600972,49.739696453874544,-3.950303546125454
0500193084157001469480,6,2021-03-31,732.5450606060592,69.69,42.18,74.76,1.084,1.597,0.882148670223581,3.16,5.2,4.459361582386919,3.0,5.6,4.205590855130977,0.0625,0.0625035561877667,596.138054513365,1079.2199831991481,497.63,3884.0945332549486,280.78,7031.580026115127,0.142,0.044,84.65160374089783,9.891603740897821,47.48567926076252,5.305679260762517
0500193084157001469480,6,2021-04-30,626.4794920634916,77.07,46.51,82.39,1.084,1.597,0.882148670223581,3.16,5.2,4.459361582386919,3.0,5.6,4.205590855130977,0.0625,0.0625035561877667,509.82292513482804,922.9591778832067,497.63,3884.0945332549486,280.78,7031.580026115127,0.142,0.044,72.39485536914557,-9.995144630854426,40.610203826861095,-5.899796173138903
0500193084157001469480,6,2021-05-31,654.9498282828282,78.67,47.66,84.49,1.084,1.597,0.882148670223581,3.16,5.2,4.459361582386919,3.0,5.6,4.205590855130977,0.0625,0.0625035561877667,532.99180819452,964.9030219259009,497.63,3884.0945332549486,280.78,7031.580026115127,0.142,0.044,75.68483676362183,-8.805163236378164,42.45573296473964,-5.204267035260358
0500193084157001469480,6,2021-06-30,1135.163079365078,74.86,50.18,88.13,1.084,1.597,0.882148670223581,3.16,5.2,4.459361582386919,3.0,5.6,4.205590855130977,0.0625,0.0625035561877667,923.7846872221484,1672.375865079363,497.63,3884.0945332549486,280.78,7031.580026115127,0.142,0.044,131.17742558554505,43.04742558554506,73.58453806349196,23.404538063491962
1922948876,3,2021-01-31,911.9949494949512,68.85,30.88,41.5,0.953,1.448,1.220130064418164,2.96,3.65,2.73917949075227,3.21,5.86,2.6167078225306066,0.0489,0.0488967343336275,1167.6311190727336,1385.6964185400727,138.24,3055.6791611372987,102.64999999999999,3626.353906324529,0.05,0.031,58.38155595363668,16.881555953636678,42.95658897474225,12.076588974742254
1922948876,3,2021-02-28,804.0000000000003,85.38,41.41,54.11,0.953,1.448,1.220130064418164,2.96,3.65,2.73917949075227,3.21,5.86,2.6167078225306066,0.0489,0.0488967343336275,1029.3647133181578,1221.6075550891926,138.24,3055.6791611372987,102.64999999999999,3626.353906324529,0.05,0.031,51.46823566590789,-2.641764334092109,37.86983420776497,-3.5401657922350296
1922948876,3,2021-03-31,670.6868686868689,75.96,30.36,42.63,0.953,1.448,1.220130064418164,2.96,3.65,2.73917949075227,3.21,5.86,2.6167078225306066,0.0489,0.0488967343336275,858.6833287464073,1019.0499326952636,138.24,3055.6791611372987,102.64999999999999,3626.353906324529,0.05,0.031,42.934166437320364,0.30416643732036164,31.59054791355317,1.2305479135531705
0968201836,6,2021-05-31,779.3030303030307,78.38,31.82,35.77,0.953,1.781,1.5857175856383232,2.96,3.12,3.722574770569169,3.21,3.24,3.9784562759775444,0.0749,0.0749019607843137,1296.699391073191,1456.3889789818443,278.54,8826.740096226358,245.73,9913.760340275825,0.035,0.028,45.38447868756169,9.614478687561686,40.77889141149164,8.958891411491642
0968201836,6,2021-06-30,957.6349206349213,81.27,34.03,38.66,0.953,1.781,1.5857175856383232,2.96,3.12,3.722574770569169,3.21,3.24,3.9784562759775444,0.0749,0.0749019607843137,1593.4297316601833,1789.661903096322,278.54,8826.740096226358,245.73,9913.760340275825,0.035,0.028,55.77004060810642,17.110040608106424,50.11053328669702,16.08053328669702
0968201836,6,2021-07-31,1108.0000000000005,86.19,37.67,42.71,0.953,1.781,1.5857175856383232,2.96,3.12,3.722574770569169,3.21,3.24,3.9784562759775444,0.0749,0.0749019607843137,1843.6254825679569,2070.6694648478497,278.54,8826.740096226358,245.73,9913.760340275825,0.035,0.028,64.5268918898785,21.816891889878498,57.97874501573979,20.308745015739788
0968201836,6,2021-08-31,1044.7663043478262,96.78,41.37,46.88,0.953,1.781,1.5857175856383232,2.96,3.12,3.722574770569169,3.21,3.24,3.9784562759775444,0.0749,0.0749019607843137,1738.409550563178,1952.4961049774172,278.54,8826.740096226358,245.73,9913.760340275825,0.035,0.028,60.84433426971124,13.964334269711237,54.66989093936768,13.299890939367685
0968201836,6,2021-09-30,836.7607655502396,107.19,44.77,50.79,0.953,1.781,1.5857175856383232,2.96,3.12,3.722574770569169,3.21,3.24,3.9784562759775444,0.0749,0.0749019607843137,1392.3045759760766,1563.768020403963,278.54,8826.740096226358,245.73,9913.760340275825,0.035,0.028,48.73066015916269,-2.0593398408373105,43.785504571310966,-0.984495428689037
